"sector_id","sector_nombre","variable_id","actividad_producto_nombre","indicador","unidad_de_medida","fuente","frecuencia_nombre","cobertura_nombre","alcance_tipo","alcance_id","alcance_nombre","indice_tiempo","valor"
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-08-01,353
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-09-01,339.1
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-10-01,373.3
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-11-01,364.2
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1996-12-01,322.6
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-01-01,272.326
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-02-01,280.148
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-03-01,355.406
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-04-01,366.247
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-05-01,353.631
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-06-01,357.742
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-07-01,380.354
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-08-01,358.874
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-09-01,359.424
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-10-01,384.247
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-11-01,364.88
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1997-12-01,336.587
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-01-01,328.44
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-02-01,331
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-03-01,332.29
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-04-01,370.306
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-05-01,388.088
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-06-01,373.034
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-07-01,357.168
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-08-01,387.41
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-09-01,351.717
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-10-01,362.126
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-11-01,343.087
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1998-12-01,290.724
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-01-01,253.664
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-02-01,239.915
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-03-01,279.266
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-04-01,298.123
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-05-01,316.132
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-06-01,310.635
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-07-01,346.93
26,"Industrias Metálicas Básicas, Siderurgia y aluminio",451,"Acero crudo","Producción","miles de tn","Cámara Argentina del Acero","Mensual","Nacional","PAIS","200","Argentina",1999-08-01,350.232
